practice_id,accepting_adults,accepting_children,last_reported
V002081,no,no,2026-02-11
V004570,unknown,unknown,2026-02-11
V002083,no,yes,2026-02-11
V000016,yes,yes,2026-02-11
V000670,no,no,2026-02-11
V008059,unknown,unknown,2026-02-11
V000541,unknown,unknown,2026-02-11
V006324,no,yes,2026-02-11
V010427,no,no,2026-02-11
V012049,no,yes,2026-02-11
V007757,no,no,2026-02-11
V005714,no,no,2026-02-11
V012299,yes,yes,2026-02-11
V004147,yes,yes,2026-02-11
V012336,no,no,2026-02-11
V005700,no,no,2026-02-11
V005727,no,no,2026-02-11
V005679,no,no,2026-02-11
V001554,yes,yes,2026-02-11
V004128,yes,yes,2026-02-11
V004323,no,no,2026-02-11
V005693,yes,yes,2026-02-11
V005558,no,no,2026-02-11
V004027,no,yes,2026-02-11
V017964,yes,yes,2026-02-11
V000564,yes,yes,2026-02-11
V006399,yes,yes,2026-02-11
V007338,yes,yes,2026-02-11
V008090,no,no,2026-02-11
V011241,no,no,2026-02-11
V001073,no,no,2026-02-11
V007549,yes,yes,2026-02-11
V007661,yes,yes,2026-02-11
V007188,no,no,2026-02-11
V013486,yes,yes,2026-02-11
V007185,no,no,2026-02-11
V006721,unknown,unknown,2026-02-11
V005270,no,no,2026-02-11
V006473,no,no,2026-02-11
V006659,no,no,2026-02-11
V013435,no,no,2026-02-11
V001373,no,no,2026-02-11
V001657,yes,yes,2026-02-11
V006978,yes,yes,2026-02-11
V001677,yes,yes,2026-02-11
V003064,no,no,2026-02-11
V006150,no,yes,2026-02-11
V002627,no,no,2026-02-11
V011567,no,no,2026-02-11
V006081,yes,yes,2026-02-11
V006046,yes,yes,2026-02-11
V004332,yes,yes,2026-02-11
V008455,no,no,2026-02-11
V001515,yes,yes,2026-02-11
V001503,yes,yes,2026-02-11
V001508,no,yes,2026-02-11
V011784,yes,yes,2026-02-11
V003656,yes,yes,2026-02-11
V001338,no,no,2026-02-11
V310829,unknown,unknown,2026-02-11
V007252,yes,yes,2026-02-11
V314893,no,yes,2026-02-11
V005068,yes,yes,2026-02-11
V014451,no,no,2026-02-11
V001213,no,no,2026-02-11
V014865,no,no,2026-02-11
V018052,unknown,unknown,2026-02-11
V002026,yes,yes,2026-02-11
V002160,no,no,2026-02-11
V002430,yes,yes,2026-02-11
V014351,no,yes,2026-02-11
V002277,no,no,2026-02-11
V003508,no,yes,2026-02-11
V003540,yes,yes,2026-02-11
V015042,yes,yes,2026-02-11
V002068,yes,yes,2026-02-11
V045589,unknown,unknown,2026-02-11
V003433,no,yes,2026-02-11
V001438,no,no,2026-02-11
V004889,no,yes,2026-02-11
V004266,no,yes,2026-02-11
V004808,yes,yes,2026-02-11
V006908,no,no,2026-02-11
V001445,no,no,2026-02-11
V001260,no,no,2026-02-11
V007109,no,no,2026-02-11
V002042,no,no,2026-02-11
V008146,no,no,2026-02-11
V012696,no,no,2026-02-11
V001590,no,yes,2026-02-11
V013563,no,no,2026-02-11
V005522,yes,yes,2026-02-11
V014084,no,no,2026-02-11
V010935,no,no,2026-02-11
V010298,yes,yes,2026-02-11
V008760,no,no,2026-02-11
V002747,no,no,2026-02-11
V011407,no,no,2026-02-11
V000948,no,no,2026-02-11
V006800,no,no,2026-02-11
V006445,no,no,2026-02-11
V009127,no,yes,2026-02-11
V000936,no,no,2026-02-11
V000865,no,yes,2026-02-11
V321595,no,no,2026-02-11
V041942,no,no,2026-02-11
V011107,no,no,2026-02-11
V002838,yes,yes,2026-02-11
V000452,no,no,2026-02-11
V000797,no,yes,2026-02-11
V000455,no,no,2026-02-11
V000504,yes,yes,2026-02-11
V004109,no,yes,2026-02-11
V003903,yes,yes,2026-02-11
V007348,yes,yes,2026-02-11
V000632,no,yes,2026-02-11
V010381,no,no,2026-02-11
V000098,no,no,2026-02-11
V008294,no,no,2026-02-11
V000645,yes,yes,2026-02-11
V000523,no,yes,2026-02-11
V001221,yes,yes,2026-02-11
V001183,no,no,2026-02-11
V000482,yes,yes,2026-02-11
V000532,yes,yes,2026-02-11
V000689,yes,yes,2026-02-11
V000685,yes,yes,2026-02-11
V000466,yes,yes,2026-02-11
V011642,no,yes,2026-02-11
V007135,no,no,2026-02-11
V018012,no,no,2026-02-11
V024375,yes,yes,2026-02-11
V011514,yes,yes,2026-02-11
V003624,no,yes,2026-02-11
V011486,yes,yes,2026-02-11
V006429,yes,yes,2026-02-11
V030577,no,yes,2026-02-11
V012986,yes,yes,2026-02-11
V013178,yes,yes,2026-02-11
V011526,yes,yes,2026-02-11
V005603,yes,yes,2026-02-11
V005508,yes,yes,2026-02-11
V005601,yes,yes,2026-02-11
V019287,no,yes,2026-02-11
V003218,no,no,2026-02-11
V005948,no,no,2026-02-11
V005961,no,no,2026-02-11
V005983,no,no,2026-02-11
V005951,no,no,2026-02-11
V008216,no,no,2026-02-11
V008241,no,no,2026-02-11
V042818,no,no,2026-02-11
V002749,yes,yes,2026-02-11
V008078,no,no,2026-02-11
V007631,unknown,unknown,2026-02-11
V007475,yes,yes,2026-02-11
V003119,no,yes,2026-02-11
V003113,yes,yes,2026-02-11
V002848,no,no,2026-02-11
V003708,yes,yes,2026-02-11
V003248,yes,yes,2026-02-11
V003259,no,no,2026-02-11
V010597,no,no,2026-02-11
V005350,no,no,2026-02-11
V000325,no,no,2026-02-11
V009379,no,no,2026-02-11
V002961,yes,yes,2026-02-11
V005359,yes,yes,2026-02-11
V002032,no,no,2026-02-11
V009437,unknown,unknown,2026-02-11
V001027,yes,yes,2026-02-11
V007929,no,no,2026-02-11
V000349,no,no,2026-02-11
V000354,no,no,2026-02-11
V005061,no,no,2026-02-11
V005467,no,no,2026-02-11
V004348,yes,yes,2026-02-11
V008333,no,no,2026-02-11
V006073,yes,yes,2026-02-11
V004368,no,no,2026-02-11
V006035,no,no,2026-02-11
V008671,no,yes,2026-02-11
V005118,yes,yes,2026-02-11
V338039,no,yes,2026-02-11
V338155,no,no,2026-02-11
V017169,yes,yes,2026-02-11
V002084,yes,no,2026-02-11
V002090,no,no,2026-02-11
V002108,no,no,2026-02-11
V003705,no,no,2026-02-11
V002204,no,no,2026-02-11
V405449,unknown,unknown,2026-02-11
V051561,unknown,unknown,2026-02-11
V235915,yes,yes,2026-02-11
V000937,yes,yes,2026-02-11
V007013,no,no,2026-02-11
V001275,no,no,2026-02-11
V030385,no,no,2026-02-11
V006014,unknown,unknown,2026-02-11
V002125,no,yes,2026-02-11
V000928,yes,yes,2026-02-11
V003226,no,no,2026-02-11
V004913,yes,yes,2026-02-11
V012515,no,no,2026-02-11
V002925,no,no,2026-02-11
V009438,yes,yes,2026-02-11
V004494,no,yes,2026-02-11
V008451,yes,yes,2026-02-11
V004657,yes,yes,2026-02-11
V007653,no,no,2026-02-11
V004678,no,no,2026-02-11
V017501,no,no,2026-02-11
V008358,no,no,2026-02-11
V008484,yes,yes,2026-02-11
V005861,no,no,2026-02-11
V002999,no,no,2026-02-11
V006244,no,no,2026-02-11
V005565,no,yes,2026-02-11
V003859,yes,yes,2026-02-11
V007882,no,no,2026-02-11
V000298,no,no,2026-02-11
V004912,no,yes,2026-02-11
V006097,no,no,2026-02-11
V007988,yes,yes,2026-02-11
V007989,no,no,2026-02-11
V007986,no,no,2026-02-11
V002623,yes,yes,2026-02-11
V006428,no,no,2026-02-11
V002538,no,no,2026-02-11
V003425,yes,yes,2026-02-11
V006254,no,no,2026-02-11
V006172,no,no,2026-02-11
V006157,yes,yes,2026-02-11
V007872,no,no,2026-02-11
V003865,no,no,2026-02-11
V004625,no,no,2026-02-11
V010471,no,no,2026-02-11
V013695,yes,yes,2026-02-11
V008708,yes,yes,2026-02-11
V012658,yes,yes,2026-02-11
V006535,no,no,2026-02-11
V042721,yes,yes,2026-02-11
V007885,yes,yes,2026-02-11
V006714,no,no,2026-02-11
V002544,no,no,2026-02-11
V005856,no,no,2026-02-11
V007554,yes,yes,2026-02-11
V012522,unknown,unknown,2026-02-11
V003633,yes,yes,2026-02-11
V006239,no,no,2026-02-11
V013286,unknown,unknown,2026-02-11
V000013,no,yes,2026-02-11
V002351,no,no,2026-02-11
V012821,no,no,2026-02-11
V014298,no,no,2026-02-11
V009482,unknown,unknown,2026-02-11
V011632,unknown,unknown,2026-02-11
V009898,no,no,2026-02-11
V017079,unknown,unknown,2026-02-11
V002091,no,yes,2026-02-11
V011837,yes,yes,2026-02-11
V012619,no,no,2026-02-11
V014691,no,no,2026-02-11
V008651,no,no,2026-02-11
V006071,unknown,unknown,2026-02-11
V012622,no,no,2026-02-11
V001441,no,no,2026-02-11
V022257,no,no,2026-02-11
V003696,no,yes,2026-02-11
V006996,no,yes,2026-02-11
V026618,no,no,2026-02-11
V004531,no,no,2026-02-11
V002036,no,no,2026-02-11
V002638,unknown,unknown,2026-02-11
V026187,yes,yes,2026-02-11
V044881,no,no,2026-02-11
V045283,unknown,unknown,2026-02-11
V050700,no,no,2026-02-11
V046876,no,no,2026-02-11
V048623,unknown,unknown,2026-02-11
V049189,yes,yes,2026-02-11
V177127,unknown,unknown,2026-02-11
V020408,no,no,2026-02-11
V050649,no,no,2026-02-11
V096215,yes,yes,2026-02-11
V008758,no,no,2026-02-11
V025437,yes,yes,2026-02-11
V021656,no,yes,2026-02-11
V050615,no,no,2026-02-11
V003899,no,no,2026-02-11
V029792,no,no,2026-02-11
V069447,yes,yes,2026-02-11
V134987,no,no,2026-02-11
V122231,no,no,2026-02-11
V235292,no,no,2026-02-11
V050570,no,no,2026-02-11
V139058,no,no,2026-02-11
V031540,unknown,unknown,2026-02-11
V169019,no,no,2026-02-11
V044694,unknown,unknown,2026-02-11
V044399,no,no,2026-02-11
V047472,no,no,2026-02-11
V236280,unknown,unknown,2026-02-11
V279160,no,yes,2026-02-11
V282302,no,no,2026-02-11
V285148,unknown,unknown,2026-02-11
V288022,no,no,2026-02-11
V017130,unknown,unknown,2026-02-11
V299414,no,no,2026-02-11
V018257,no,no,2026-02-11
V345345,yes,yes,2026-02-11
V000828,unknown,unknown,2026-02-11
V350464,no,no,2026-02-11
V353097,unknown,unknown,2026-02-11
V365660,unknown,unknown,2026-02-11
V362512,no,no,2026-02-11
V352912,no,no,2026-02-11
V369603,unknown,unknown,2026-02-11
V357283,unknown,unknown,2026-02-11
V371956,unknown,unknown,2026-02-11
V025011,no,yes,2026-02-11
V002636,no,no,2026-02-11
V003282,no,no,2026-02-11
V003532,no,no,2026-02-11
V003079,no,no,2026-02-11
V003230,no,no,2026-02-11
V008042,yes,yes,2026-02-11
V002770,no,no,2026-02-11
V006501,no,no,2026-02-11
V007763,yes,yes,2026-02-11
V013209,no,no,2026-02-11
V004571,no,no,2026-02-11
V006533,no,yes,2026-02-11
V001656,no,no,2026-02-11
V004940,no,no,2026-02-11
V006148,no,no,2026-02-11
V001638,no,no,2026-02-11
V008638,no,no,2026-02-11
V008650,no,no,2026-02-11
V001609,no,no,2026-02-11
V001621,yes,yes,2026-02-11
V003037,yes,yes,2026-02-11
V001654,yes,yes,2026-02-11
V001595,yes,yes,2026-02-11
V008400,no,no,2026-02-11
V008529,no,no,2026-02-11
V007230,no,no,2026-02-11
V007743,no,no,2026-02-11
V003857,no,no,2026-02-11
V003796,no,no,2026-02-11
V002111,yes,yes,2026-02-11
V006282,yes,yes,2026-02-11
V003646,yes,yes,2026-02-11
V003642,no,no,2026-02-11
V001908,no,yes,2026-02-11
V001710,no,no,2026-02-11
V003406,yes,yes,2026-02-11
V378471,yes,yes,2026-02-11
V388404,unknown,unknown,2026-02-11
V374816,yes,yes,2026-02-11
V041381,no,no,2026-02-11
V003670,yes,yes,2026-02-11
V004902,yes,yes,2026-02-11
V005438,no,yes,2026-02-11
V000757,no,yes,2026-02-11
V013206,no,yes,2026-02-11
V010968,no,no,2026-02-11
V005623,no,yes,2026-02-11
V004049,yes,yes,2026-02-11
V004576,yes,yes,2026-02-11
V002550,no,no,2026-02-11
V002553,no,yes,2026-02-11
V007447,yes,yes,2026-02-11
V007095,no,yes,2026-02-11
V007874,no,no,2026-02-11
V002568,no,no,2026-02-11
V003399,yes,yes,2026-02-11
V001864,no,yes,2026-02-11
V008009,no,no,2026-02-11
V001420,no,no,2026-02-11
V006234,yes,yes,2026-02-11
V007308,no,no,2026-02-11
V005804,no,yes,2026-02-11
V001580,unknown,unknown,2026-02-11
V007374,yes,yes,2026-02-11
V007151,no,no,2026-02-11
V007021,no,no,2026-02-11
V004462,no,no,2026-02-11
V000906,no,no,2026-02-11
V000915,yes,yes,2026-02-11
V005664,yes,yes,2026-02-11
V006686,yes,yes,2026-02-11
V008286,no,yes,2026-02-11
V011651,yes,yes,2026-02-11
V026850,no,no,2026-02-11
V019318,yes,yes,2026-02-11
V012498,yes,yes,2026-02-11
V004484,no,no,2026-02-11
V004467,unknown,unknown,2026-02-11
V005331,no,no,2026-02-11
V001819,no,yes,2026-02-11
V002415,no,yes,2026-02-11
V007753,no,yes,2026-02-11
V005330,no,no,2026-02-11
V007576,yes,yes,2026-02-11
V003089,yes,yes,2026-02-11
V003329,yes,yes,2026-02-11
V003348,no,no,2026-02-11
V013021,yes,yes,2026-02-11
V004919,no,no,2026-02-11
V004923,no,no,2026-02-11
V003496,unknown,unknown,2026-02-11
V002556,unknown,unknown,2026-02-11
V003851,no,no,2026-02-11
V002450,no,yes,2026-02-11
V397302,unknown,unknown,2026-02-11
V030556,unknown,unknown,2026-02-11
V003136,yes,yes,2026-02-11
V002650,no,no,2026-02-11
V003143,yes,yes,2026-02-11
V002663,yes,yes,2026-02-11
V002678,no,no,2026-02-11
V005169,no,no,2026-02-11
V008075,no,no,2026-02-11
V005083,yes,yes,2026-02-11
V000805,yes,yes,2026-02-11
V000819,no,no,2026-02-11
V000836,yes,yes,2026-02-11
V005594,no,yes,2026-02-11
V007442,no,no,2026-02-11
V001179,no,no,2026-02-11
V005815,no,yes,2026-02-11
V005087,no,yes,2026-02-11
V003439,yes,yes,2026-02-11
V003905,unknown,unknown,2026-02-11
V005431,no,yes,2026-02-11
V003800,no,no,2026-02-11
V003889,yes,yes,2026-02-11
V003493,yes,yes,2026-02-11
V000755,no,no,2026-02-11
V002392,yes,yes,2026-02-11
V002412,yes,yes,2026-02-11
V003810,no,no,2026-02-11
V004894,no,yes,2026-02-11
V001195,no,no,2026-02-11
V006197,yes,yes,2026-02-11
V005141,no,no,2026-02-11
V007762,no,no,2026-02-11
V004909,no,yes,2026-02-11
V040116,unknown,unknown,2026-02-11
V007599,no,no,2026-02-11
V005148,no,no,2026-02-11
V007931,no,no,2026-02-11
V005769,yes,yes,2026-02-11
V006612,yes,yes,2026-02-11
V007638,yes,yes,2026-02-11
V008607,yes,yes,2026-02-11
V007192,yes,yes,2026-02-11
V006779,yes,yes,2026-02-11
V001358,no,no,2026-02-11
V006784,no,no,2026-02-11
V006065,yes,yes,2026-02-11
V017545,no,yes,2026-02-11
V006683,no,no,2026-02-11
V382937,no,no,2026-02-11
V001366,yes,yes,2026-02-11
V008406,no,no,2026-02-11
V001653,yes,yes,2026-02-11
V006971,yes,yes,2026-02-11
V006976,yes,yes,2026-02-11
V001683,no,yes,2026-02-11
V001696,no,no,2026-02-11
V012775,no,no,2026-02-11
V012600,yes,yes,2026-02-11
V006037,no,no,2026-02-11
V006085,yes,yes,2026-02-11
V002782,yes,yes,2026-02-11
V002671,no,no,2026-02-11
V006099,yes,yes,2026-02-11
V006375,yes,yes,2026-02-11
V001287,no,yes,2026-02-11
V005150,no,no,2026-02-11
V005758,no,no,2026-02-11
V007486,unknown,unknown,2026-02-11
V017848,no,no,2026-02-11
V008312,no,no,2026-02-11
V000183,yes,yes,2026-02-11
V007446,yes,yes,2026-02-11
V007462,yes,yes,2026-02-11
V005436,yes,yes,2026-02-11
V012514,unknown,unknown,2026-02-11
V005059,no,yes,2026-02-11
V008603,yes,yes,2026-02-11
V008068,no,no,2026-02-11
V403599,unknown,unknown,2026-02-11
V403829,unknown,unknown,2026-02-11
V007130,no,no,2026-02-11
V007127,no,no,2026-02-11
V017241,yes,yes,2026-02-11
V007071,yes,yes,2026-02-11
V008509,no,no,2026-02-11
V007110,yes,yes,2026-02-11
V002114,no,no,2026-02-11
V002267,no,yes,2026-02-11
V002697,no,no,2026-02-11
V004975,yes,yes,2026-02-11
V007620,no,no,2026-02-11
V007621,yes,yes,2026-02-11
V006828,no,no,2026-02-11
V004983,yes,yes,2026-02-11
V007069,yes,yes,2026-02-11
V006342,no,no,2026-02-11
V000229,no,no,2026-02-11
V007270,no,no,2026-02-11
V008164,yes,yes,2026-02-11
V008355,yes,yes,2026-02-11
V008537,no,no,2026-02-11
V006774,yes,yes,2026-02-11
V014253,no,no,2026-02-11
V003396,no,no,2026-02-11
V006441,no,no,2026-02-11
V007317,yes,yes,2026-02-11
V007183,no,no,2026-02-11
V001933,no,no,2026-02-11
V007852,no,no,2026-02-11
V003721,no,yes,2026-02-11
V004350,no,no,2026-02-11
V004444,no,no,2026-02-11
V004142,unknown,unknown,2026-02-11
V004077,no,no,2026-02-11
V000005,yes,yes,2026-02-11
V029047,no,no,2026-02-11
V006897,no,no,2026-02-11
V004235,yes,yes,2026-02-11
V003757,no,no,2026-02-11
V006041,yes,yes,2026-02-11
V313282,no,no,2026-02-11
V193752,unknown,unknown,2026-02-11
V004372,yes,yes,2026-02-11
V003766,yes,yes,2026-02-11
V007527,no,no,2026-02-11
V000844,no,no,2026-02-11
V005879,no,no,2026-02-11
V000497,no,no,2026-02-11
V007927,no,yes,2026-02-11
V000018,no,no,2026-02-11
V003019,yes,yes,2026-02-11
V002390,no,yes,2026-02-11
V001076,yes,yes,2026-02-11
V001513,yes,yes,2026-02-11
V001506,unknown,unknown,2026-02-11
V008020,no,yes,2026-02-11
V001507,no,no,2026-02-11
V004502,no,yes,2026-02-11
V007180,no,yes,2026-02-11
V005665,no,no,2026-02-11
V000019,yes,yes,2026-02-11
V006319,no,no,2026-02-11
V005671,no,no,2026-02-11
V001539,no,yes,2026-02-11
V004334,no,no,2026-02-11
V004238,no,no,2026-02-11
V003712,yes,yes,2026-02-11
V005922,yes,yes,2026-02-11
V005718,yes,yes,2026-02-11
V005680,no,no,2026-02-11
V007821,yes,yes,2026-02-11
V003555,yes,yes,2026-02-11
V005546,no,no,2026-02-11
V000046,no,no,2026-02-11
V002015,no,no,2026-02-11
V002257,no,no,2026-02-11
V002560,no,no,2026-02-11
V002115,yes,yes,2026-02-11
V002521,no,no,2026-02-11
V002482,no,no,2026-02-11
V008229,no,yes,2026-02-11
V001750,no,no,2026-02-11
V002903,no,no,2026-02-11
V008645,no,yes,2026-02-11
V001493,yes,yes,2026-02-11
V000198,yes,yes,2026-02-11
V000576,yes,yes,2026-02-11
V000006,no,no,2026-02-11
V005909,no,yes,2026-02-11
V004512,yes,yes,2026-02-11
V002064,yes,yes,2026-02-11
V014612,no,yes,2026-02-11
V319545,no,no,2026-02-11
V320111,no,no,2026-02-11
V004874,yes,yes,2026-02-11
V004875,no,yes,2026-02-11
V004867,yes,yes,2026-02-11
V004887,yes,yes,2026-02-11
V011882,yes,yes,2026-02-11
V012125,yes,yes,2026-02-11
V013147,no,no,2026-02-11
V001389,no,no,2026-02-11
V001404,no,yes,2026-02-11
V000178,yes,yes,2026-02-11
V010515,no,yes,2026-02-11
V012592,yes,yes,2026-02-11
V009785,no,no,2026-02-11
V013074,no,no,2026-02-11
V012241,no,no,2026-02-11
V002960,yes,yes,2026-02-11
V013304,no,no,2026-02-11
V006432,no,no,2026-02-11
V012602,yes,yes,2026-02-11
V006435,no,yes,2026-02-11
V001892,no,no,2026-02-11
V025436,yes,no,2026-02-11
V002609,no,no,2026-02-11
V391212,unknown,unknown,2026-02-11
V391709,unknown,unknown,2026-02-11
V391985,no,no,2026-02-11
V392174,unknown,unknown,2026-02-11
V002148,yes,yes,2026-02-11
V004721,no,no,2026-02-11
V002129,no,no,2026-02-11
V016881,no,no,2026-02-11
V002209,no,no,2026-02-11
V002231,no,no,2026-02-11
V012505,no,yes,2026-02-11
V009139,no,yes,2026-02-11
V008840,no,no,2026-02-11
V003202,no,no,2026-02-11
V005916,no,yes,2026-02-11
V005910,yes,yes,2026-02-11
V002620,no,no,2026-02-11
V000876,no,no,2026-02-11
V000974,yes,yes,2026-02-11
V016807,yes,yes,2026-02-11
V001935,no,no,2026-02-11
V000187,no,no,2026-02-11
V006459,no,yes,2026-02-11
V001571,no,no,2026-02-11
V001786,yes,yes,2026-02-11
V005967,no,no,2026-02-11
V006170,no,yes,2026-02-11
V004015,yes,yes,2026-02-11
V014004,no,no,2026-02-11
V025103,yes,yes,2026-02-11
V000471,yes,yes,2026-02-11
V000693,no,yes,2026-02-11
V000534,no,no,2026-02-11
V394071,unknown,unknown,2026-02-11
V394979,yes,no,2026-02-11
V001418,no,no,2026-02-11
V013047,no,no,2026-02-11
V016625,no,yes,2026-02-11
V017512,yes,yes,2026-02-11
V004292,no,yes,2026-02-11
V014359,unknown,unknown,2026-02-11
V007809,no,no,2026-02-11
V011617,yes,yes,2026-02-11
V004339,no,no,2026-02-11
V010820,no,no,2026-02-11
V012234,no,no,2026-02-11
V012553,no,no,2026-02-11
V002559,yes,yes,2026-02-11
V013880,no,no,2026-02-11
V002279,yes,yes,2026-02-11
V000615,no,no,2026-02-11
V006187,yes,yes,2026-02-11
V007733,no,yes,2026-02-11
V005605,yes,yes,2026-02-11
V007659,no,no,2026-02-11
V008837,no,no,2026-02-11
V005949,yes,yes,2026-02-11
V005957,unknown,unknown,2026-02-11
V005994,no,no,2026-02-11
V005977,yes,yes,2026-02-11
V008792,yes,yes,2026-02-11
V002758,no,yes,2026-02-11
V008572,yes,yes,2026-02-11
V008576,yes,yes,2026-02-11
V002771,no,no,2026-02-11
V007707,no,no,2026-02-11
V007474,no,no,2026-02-11
V007717,no,yes,2026-02-11
V007718,yes,yes,2026-02-11
V003212,yes,yes,2026-02-11
V003241,no,no,2026-02-11
V026537,yes,yes,2026-02-11
V000146,no,yes,2026-02-11
V000153,no,no,2026-02-11
V009436,no,no,2026-02-11
V005368,yes,yes,2026-02-11
V002141,no,yes,2026-02-11
V008224,no,no,2026-02-11
V003081,no,no,2026-02-11
V009252,no,yes,2026-02-11
V003082,no,no,2026-02-11
V005386,yes,yes,2026-02-11
V005387,no,no,2026-02-11
V000317,yes,yes,2026-02-11
V007495,no,no,2026-02-11
V007101,no,yes,2026-02-11
V005323,yes,yes,2026-02-11
V007227,yes,yes,2026-02-11
V007934,no,no,2026-02-11
V007510,no,yes,2026-02-11
V005234,no,no,2026-02-11
V000587,no,yes,2026-02-11
V005217,no,no,2026-02-11
V000401,no,yes,2026-02-11
V000399,no,yes,2026-02-11
V000360,no,no,2026-02-11
V004836,no,no,2026-02-11
V005121,yes,yes,2026-02-11
V005085,no,no,2026-02-11
V005123,yes,yes,2026-02-11
V008325,no,no,2026-02-11
V008677,unknown,unknown,2026-02-11
V005230,no,yes,2026-02-11
V007783,no,no,2026-02-11
V008030,no,no,2026-02-11
V008497,no,no,2026-02-11
V016722,yes,yes,2026-02-11
V017799,yes,yes,2026-02-11
V007041,yes,yes,2026-02-11
V008695,no,yes,2026-02-11
V002133,no,no,2026-02-11
V002778,yes,yes,2026-02-11
V016850,no,yes,2026-02-11
V008347,no,no,2026-02-11
V013142,no,no,2026-02-11
V007203,no,no,2026-02-11
V004146,yes,yes,2026-02-11
V406328,unknown,unknown,2026-02-11
V407012,unknown,unknown,2026-02-11
V396346,unknown,unknown,2026-02-11
V007758,yes,yes,2026-02-11
V002144,no,yes,2026-02-11
V007209,no,no,2026-02-11
V007144,no,no,2026-02-11
V031844,no,no,2026-02-11
V043598,no,no,2026-02-11
V008787,no,no,2026-02-11
V010601,yes,yes,2026-02-11
V000410,no,no,2026-02-11
V012061,yes,yes,2026-02-11
V004695,no,no,2026-02-11
V007584,yes,yes,2026-02-11
V005911,no,no,2026-02-11
V003794,no,no,2026-02-11
V006771,yes,yes,2026-02-11
V003084,no,yes,2026-02-11
V005776,no,yes,2026-02-11
V011467,yes,yes,2026-02-11
V017101,no,no,2026-02-11
V005595,unknown,unknown,2026-02-11
V000300,no,no,2026-02-11
V005816,yes,yes,2026-02-11
V005742,yes,yes,2026-02-11
V007961,no,no,2026-02-11
V008305,no,no,2026-02-11
V004746,yes,yes,2026-02-11
V007790,no,no,2026-02-11
V004682,no,no,2026-02-11
V000539,no,yes,2026-02-11
V000626,yes,yes,2026-02-11
V013786,yes,yes,2026-02-11
V002093,no,no,2026-02-11
V007006,no,no,2026-02-11
